517331	520716	3384	1	3386	3384	99.62	0.07	99.88	1	-1	1	ecoli400_rep_c142
520189	523532	1	3346	3344	3346	99.94	0.07	100.00	1	1	1	ecoli400_c127
523124	525394	2271	1	2271	2271	100.00	0.05	100.00	1	-1	1	ecoli400_rep_c145
524973	528957	1	3985	3985	3985	100.00	0.09	100.00	1	1	1	ecoli400_c98
528671	530767	1	2097	2097	2097	100.00	0.04	100.00	1	1	1	ecoli400_c111
530439	532262	1824	1	1824	1824	100.00	0.04	100.00	1	-1	1	ecoli400_c119
531872	532928	1	1057	1057	1057	100.00	0.02	100.00	1	1	1	ecoli400_rep_c161
532569	534137	1	1569	1569	1569	100.00	0.03	100.00	1	1	1	ecoli400_c115
533762	535045	1284	1	1284	1284	100.00	0.03	100.00	1	-1	1	ecoli400_c123
534658	535620	1	963	963	963	100.00	0.02	100.00	1	1	1	ecoli400_rep_c162
535242	541649	6408	1	6408	6408	100.00	0.14	100.00	1	-1	1	ecoli400_c99
541551	542558	1	1008	1008	1008	100.00	0.02	100.00	1	1	1	ecoli400_c136
542177	544637	1	2461	2461	2461	99.96	0.05	100.00	1	1	1	ecoli400_rep_c146
544261	546915	2655	1	2655	2655	99.85	0.06	100.00	1	-1	1	ecoli400_c114
546713	549115	1	2403	2403	2403	100.00	0.05	100.00	1	1	1	ecoli400_rep_c144
548727	550124	1	1399	1398	1399	99.93	0.03	100.00	1	1	1	ecoli400_c121
549774	551099	1326	1	1326	1326	100.00	0.03	100.00	1	-1	1	ecoli400_c125
550795	557548	6754	1	6754	6754	100.00	0.14	100.00	1	-1	1	ecoli400_c86
557519	563178	1	5659	5660	5659	99.91	0.12	100.00	1	1	1	ecoli400_c73
563170	565032	1863	1	1863	1863	100.00	0.04	100.00	1	-1	1	ecoli400_c102
564669	572409	1	7740	7741	7740	99.99	0.17	100.00	1	1	1	ecoli400_c91
572022	576151	1	4130	4130	4130	100.00	0.09	100.00	1	1	1	ecoli400_rep_c138
575739	576999	1261	1	1261	1261	100.00	0.03	100.00	1	-1	1	ecoli400_c130
576766	580845	1	4080	4080	4080	100.00	0.09	100.00	1	1	1	ecoli400_c128
580469	583152	2684	1	2684	2684	100.00	0.06	100.00	1	-1	1	ecoli400_c106
582773	584850	1	2078	2078	2078	100.00	0.04	100.00	1	1	1	ecoli400_rep_c148
584438	589944	1	5506	5507	5506	99.98	0.12	100.00	1	1	1	ecoli400_c100
589547	591544	1998	1	1998	1998	100.00	0.04	100.00	1	-1	1	ecoli400_rep_c147
591135	592890	1756	1	1756	1756	100.00	0.04	100.00	1	-1	1	ecoli400_c117
592499	593819	1	1322	1321	1322	99.92	0.03	100.00	1	1	1	ecoli400_rep_c155
593449	594935	1	1487	1487	1487	100.00	0.03	100.00	1	1	1	ecoli400_c134
594596	596126	1530	1	1531	1530	99.93	0.03	100.00	1	-1	1	ecoli400_rep_c150
595745	597932	1	2188	2188	2188	100.00	0.05	100.00	1	1	1	ecoli400_c110
597887	599093	1207	1	1207	1207	100.00	0.03	100.00	1	-1	1	ecoli400_c132
598718	601336	2619	1	2619	2619	100.00	0.06	100.00	1	-1	1	ecoli400_rep_c143
600953	602198	1247	1	1246	1247	99.92	0.03	100.00	1	-1	1	ecoli400_c122
601855	604338	1	2484	2484	2484	100.00	0.05	100.00	1	1	1	ecoli400_c103
604002	605245	1245	1	1244	1245	99.92	0.03	100.00	1	-1	1	ecoli400_c135
604483	606283	1	1800	1801	1800	99.94	0.04	100.00	1	1	1	ecoli400_rep_c152
605896	608229	2334	1	2334	2334	100.00	0.05	100.00	1	-1	1	ecoli400_c109
607555	609376	1822	1	1822	1822	99.89	0.04	100.00	1	-1	1	ecoli400_rep_c151
609000	609971	1	972	972	972	100.00	0.02	100.00	1	1	1	ecoli400_c131
609573	610779	1207	1	1207	1207	100.00	0.03	100.00	1	-1	1	ecoli400_rep_c156
610403	613631	3239	11	3229	3229	100.00	0.07	99.69	1	-1	1	ecoli400_c112
613251	620080	1	6829	6830	6829	99.99	0.15	99.99	1	1	1	ecoli400_rep_c139
619705	621693	1989	1	1989	1989	100.00	0.04	100.00	1	-1	1	ecoli400_c124
621266	622275	1	1008	1010	1008	99.80	0.02	100.00	1	1	1	ecoli400_rep_c160
621871	623391	1521	1	1521	1521	100.00	0.03	100.00	1	-1	1	ecoli400_c116
623023	626724	3702	1	3702	3702	100.00	0.08	100.00	1	-1	1	ecoli400_c118
626350	627422	6	1078	1073	1073	100.00	0.02	99.54	1	1	1	ecoli400_rep_c141
627270	628942	1670	1	1673	1670	99.82	0.04	100.00	1	-1	1	ecoli400_rep_c149
628270	629754	1	1485	1485	1485	100.00	0.03	99.80	1	1	1	ecoli400_c129
629369	630722	1354	2	1354	1353	99.93	0.03	99.93	1	-1	1	ecoli400_rep_c154
630591	633976	3384	1	3386	3384	99.62	0.07	99.88	1	-1	1	ecoli400_rep_c142
633449	636792	1	3346	3344	3346	99.94	0.07	100.00	1	1	1	ecoli400_c127
636384	638654	2271	1	2271	2271	100.00	0.05	100.00	1	-1	1	ecoli400_rep_c145
638233	642217	1	3985	3985	3985	100.00	0.09	100.00	1	1	1	ecoli400_c98
641931	644027	1	2097	2097	2097	100.00	0.04	100.00	1	1	1	ecoli400_c111
643699	645522	1824	1	1824	1824	100.00	0.04	100.00	1	-1	1	ecoli400_c119
645132	646188	1	1057	1057	1057	100.00	0.02	100.00	1	1	1	ecoli400_rep_c161
645829	647397	1	1569	1569	1569	100.00	0.03	100.00	1	1	1	ecoli400_c115
647022	648305	1284	1	1284	1284	100.00	0.03	100.00	1	-1	1	ecoli400_c123
647918	648880	1	963	963	963	100.00	0.02	100.00	1	1	1	ecoli400_rep_c162
648502	654909	6408	1	6408	6408	100.00	0.14	100.00	1	-1	1	ecoli400_c99
654811	655818	1	1008	1008	1008	100.00	0.02	100.00	1	1	1	ecoli400_c136
655437	657897	1	2461	2461	2461	99.96	0.05	100.00	1	1	1	ecoli400_rep_c146
657521	660175	2655	1	2655	2655	99.85	0.06	100.00	1	-1	1	ecoli400_c114
659973	662375	1	2403	2403	2403	100.00	0.05	100.00	1	1	1	ecoli400_rep_c144
661987	663384	1	1399	1398	1399	99.93	0.03	100.00	1	1	1	ecoli400_c121
663034	664359	1326	1	1326	1326	100.00	0.03	100.00	1	-1	1	ecoli400_c125
664055	670808	6754	1	6754	6754	100.00	0.14	100.00	1	-1	1	ecoli400_c86
670779	676438	1	5659	5660	5659	99.91	0.12	100.00	1	1	1	ecoli400_c73
676430	678292	1863	1	1863	1863	100.00	0.04	100.00	1	-1	1	ecoli400_c102
677929	685669	1	7740	7741	7740	99.99	0.17	100.00	1	1	1	ecoli400_c91
685282	689411	1	4130	4130	4130	100.00	0.09	100.00	1	1	1	ecoli400_rep_c138
688999	690259	1261	1	1261	1261	100.00	0.03	100.00	1	-1	1	ecoli400_c130
690026	694105	1	4080	4080	4080	100.00	0.09	100.00	1	1	1	ecoli400_c128
693729	696412	2684	1	2684	2684	100.00	0.06	100.00	1	-1	1	ecoli400_c106
696033	698110	1	2078	2078	2078	100.00	0.04	100.00	1	1	1	ecoli400_rep_c148
697698	703204	1	5506	5507	5506	99.98	0.12	100.00	1	1	1	ecoli400_c100
702807	704804	1998	1	1998	1998	100.00	0.04	100.00	1	-1	1	ecoli400_rep_c147
704395	706150	1756	1	1756	1756	100.00	0.04	100.00	1	-1	1	ecoli400_c117
705759	707079	1	1322	1321	1322	99.92	0.03	100.00	1	1	1	ecoli400_rep_c155
706709	708195	1	1487	1487	1487	100.00	0.03	100.00	1	1	1	ecoli400_c134
707856	709386	1530	1	1531	1530	99.93	0.03	100.00	1	-1	1	ecoli400_rep_c150
709005	711192	1	2188	2188	2188	100.00	0.05	100.00	1	1	1	ecoli400_c110
711147	712353	1207	1	1207	1207	100.00	0.03	100.00	1	-1	1	ecoli400_c132
711978	714596	2619	1	2619	2619	100.00	0.06	100.00	1	-1	1	ecoli400_rep_c143
714213	715458	1247	1	1246	1247	99.92	0.03	100.00	1	-1	1	ecoli400_c122
715115	717598	1	2484	2484	2484	100.00	0.05	100.00	1	1	1	ecoli400_c103
717262	718505	1245	1	1244	1245	99.92	0.03	100.00	1	-1	1	ecoli400_c135
717743	719543	1	1800	1801	1800	99.94	0.04	100.00	1	1	1	ecoli400_rep_c152
719156	721489	2334	1	2334	2334	100.00	0.05	100.00	1	-1	1	ecoli400_c109
720815	722636	1822	1	1822	1822	99.89	0.04	100.00	1	-1	1	ecoli400_rep_c151
722260	723231	1	972	972	972	100.00	0.02	100.00	1	1	1	ecoli400_c131
722833	724039	1207	1	1207	1207	100.00	0.03	100.00	1	-1	1	ecoli400_rep_c156
723663	726891	3239	11	3229	3229	100.00	0.07	99.69	1	-1	1	ecoli400_c112
726511	733340	1	6829	6830	6829	99.99	0.15	99.99	1	1	1	ecoli400_rep_c139
732965	734953	1989	1	1989	1989	100.00	0.04	100.00	1	-1	1	ecoli400_c124
734526	735535	1	1008	1010	1008	99.80	0.02	100.00	1	1	1	ecoli400_rep_c160
735131	736651	1521	1	1521	1521	100.00	0.03	100.00	1	-1	1	ecoli400_c116
736283	739984	3702	1	3702	3702	100.00	0.08	100.00	1	-1	1	ecoli400_c118
739610	740682	6	1078	1073	1073	100.00	0.02	99.54	1	1	1	ecoli400_rep_c141
740500	748322	7979	158	7823	7822	99.99	0.17	98.03	1	-1	1	ecoli400_c85
748358	748583	234	9	226	226	100.00	0.00	2.83	1	-1	1	ecoli400_c85
748564	748646	1	84	83	84	98.81	0.00	0.25	1	1	1	ecoli400_c54
748679	781809	8	33139	33131	33132	99.97	0.71	99.98	1	1	1	ecoli400_c54
781281	832778	40529	92025	51498	51497	99.82	1.10	55.96	1	1	1	ecoli400_c43
832659	833082	91616	92025	424	410	91.10	0.01	0.45	1	1	1	ecoli400_c43
833141	833267	1	127	127	127	99.21	0.00	1.46	1	1	1	ecoli400_c77
833184	833468	91615	91981	285	367	73.91	0.01	0.40	1	1	1	ecoli400_c43
833393	842034	45	8687	8642	8643	99.99	0.18	99.49	1	1	1	ecoli400_c77
841633	842562	83104	84033	930	930	100.00	0.02	1.11	1	1	1	ecoli400_c9
842183	842972	55913	55124	790	790	99.75	0.02	1.41	1	-1	1	ecoli400_c2
842614	988696	1	146089	146083	146089	99.98	3.12	56.02	1	1	1	ecoli400_c18
988710	1103480	145986	260765	114771	114780	99.99	2.45	44.02	1	1	1	ecoli400_c18
1103182	1137681	34501	1	34500	34501	99.99	0.74	100.00	1	-1	1	ecoli400_c81
1137471	1147023	6	9554	9553	9549	99.96	0.20	99.95	1	1	1	ecoli400_c67
1146637	1147418	55132	55913	782	782	100.00	0.02	1.40	1	1	1	ecoli400_c2
1147263	1147634	16519	16890	372	372	100.00	0.01	2.20	1	1	1	ecoli400_c42
1147573	1149144	1	1573	1572	1573	99.94	0.03	100.00	1	1	1	ecoli400_c113
1148738	1149920	1	1183	1183	1183	100.00	0.03	100.00	1	1	1	ecoli400_rep_c153
1149503	1151709	8007	5798	2207	2210	99.77	0.05	27.60	1	-1	1	ecoli400_c8
1151630	1151890	6061	5798	261	264	98.48	0.01	3.30	1	-1	1	ecoli400_c8
1151811	1152071	6061	5798	261	264	98.86	0.01	3.30	1	-1	1	ecoli400_c8
1151992	1158048	6061	1	6057	6061	99.93	0.13	75.70	1	-1	1	ecoli400_c8
1157497	1326381	168893	1	168885	168893	99.99	3.60	100.00	1	-1	1	ecoli400_c11
1326368	1326549	13075	12895	182	181	96.17	0.00	1.38	1	-1	1	ecoli400_c55
1326546	1339620	13075	2	13075	13074	99.99	0.28	99.97	1	-1	1	ecoli400_c55
1339324	1340092	75802	76570	769	769	100.00	0.02	0.40	1	1	1	ecoli400_c3
1339747	1348951	9206	1	9205	9206	99.99	0.20	99.99	1	-1	1	ecoli400_c74
1348609	1349298	689	1	690	689	99.86	0.01	1.42	1	-1	1	ecoli400_c47
1349258	1397676	48416	1	48419	48416	99.98	1.03	100.00	1	-1	1	ecoli400_c47
1397607	1483930	86330	1	86324	86330	99.99	1.84	100.00	1	-1	1	ecoli400_c26
1483644	1484664	1078	58	1021	1021	100.00	0.02	94.71	1	-1	1	ecoli400_rep_c141
1484299	1520075	35779	1	35777	35779	99.99	0.76	100.00	1	-1	1	ecoli400_c48
1519695	1521769	101838	99764	2075	2075	99.95	0.04	2.04	1	-1	1	ecoli400_c5
1521764	1522099	32701	33036	336	336	100.00	0.01	1.02	1	1	1	ecoli400_c32
1521947	1522962	1078	63	1016	1016	100.00	0.02	94.25	1	-1	1	ecoli400_rep_c141
1522608	1555345	34011	1274	32738	32738	99.87	0.70	96.26	1	-1	1	ecoli400_c12
1554966	1556912	1947	1	1947	1947	98.77	0.04	5.72	1	-1	1	ecoli400_c12
1556864	1557235	16890	16519	372	372	100.00	0.01	2.20	1	-1	1	ecoli400_c42
1557080	1557861	55913	55132	782	782	100.00	0.02	1.40	1	-1	1	ecoli400_c2
1557498	1557867	1	370	370	370	99.73	0.01	0.65	1	1	1	ecoli400_c29
1557902	1558288	21544	21930	387	387	99.23	0.01	1.76	1	1	1	ecoli400_c66
1557916	1559136	32468	33688	1221	1221	99.92	0.03	3.37	1	1	1	ecoli400_c31
1558755	1618108	1	59354	59354	59354	99.93	1.27	64.42	1	1	1	ecoli400_c1
1617397	1621031	1	3635	3635	3635	100.00	0.08	100.00	1	1	1	ecoli400_c93
1620660	1640845	1	20188	20186	20188	99.95	0.43	19.82	1	1	1	ecoli400_c5
1640812	1722672	19977	101838	81861	81862	99.98	1.75	80.38	1	1	1	ecoli400_c5
1721977	1738864	2	16890	16888	16889	99.98	0.36	99.99	1	1	1	ecoli400_c42
1738798	1739199	1	402	402	402	100.00	0.01	4.62	1	1	1	ecoli400_c79
1739499	1739888	390	1	390	390	99.74	0.01	1.15	1	-1	1	ecoli400_c12
1739840	1740211	16890	16519	372	372	100.00	0.01	2.20	1	-1	1	ecoli400_c42
1740056	1740838	55913	55131	783	783	100.00	0.02	1.40	1	-1	1	ecoli400_c2
1740474	1797305	1	56832	56832	56832	99.99	1.21	100.00	1	1	1	ecoli400_c29
1797267	1797401	56698	56832	135	135	93.33	0.00	0.24	1	1	1	ecoli400_c29
1797363	1797496	56698	56831	134	134	91.79	0.00	0.24	1	1	1	ecoli400_c29
1797569	2067565	1	270014	269997	270014	99.99	5.76	100.00	1	1	1	ecoli400_c4
2067101	2068120	59	1078	1020	1020	99.90	0.02	94.62	1	1	1	ecoli400_rep_c141
2067705	2156089	1	88388	88385	88388	99.98	1.89	100.00	1	1	1	ecoli400_c20
2155996	2158346	1	2351	2351	2351	100.00	0.05	100.00	1	1	1	ecoli400_c95
2158308	2158679	16890	16519	372	372	100.00	0.01	2.20	1	-1	1	ecoli400_c42
2158524	2159304	55913	55133	781	781	100.00	0.02	1.40	1	-1	1	ecoli400_c2
2158920	2191133	32218	1	32214	32218	99.98	0.69	100.00	1	-1	1	ecoli400_c56
2190778	2191797	59	1078	1020	1020	99.90	0.02	94.62	1	1	1	ecoli400_rep_c141
2191621	2196594	4976	1	4974	4976	99.96	0.11	100.00	1	-1	1	ecoli400_c68
2196201	2207646	1	11450	11446	11450	99.97	0.24	100.00	1	1	1	ecoli400_c60
2207425	2259605	1	52181	52181	52181	99.98	1.11	100.00	1	1	1	ecoli400_c75
2259274	2260456	1183	1	1183	1183	100.00	0.03	100.00	1	-1	1	ecoli400_rep_c153
2260117	2318207	58093	1	58091	58093	99.99	1.24	100.00	1	-1	1	ecoli400_c40
2318224	2378304	60081	1	60081	60081	99.99	1.28	100.00	1	-1	1	ecoli400_c21
2377930	2378945	63	1078	1016	1016	100.00	0.02	94.25	1	1	1	ecoli400_rep_c141
2378731	2393511	1	14782	14781	14782	99.99	0.32	99.52	1	1	1	ecoli400_c97
2393514	2393624	14672	14782	111	111	97.30	0.00	0.75	1	1	1	ecoli400_c97
2393595	2393744	40589	40744	150	156	74.23	0.00	0.35	1	1	1	ecoli400_c25
2393773	2393850	42217	42140	78	78	96.15	0.00	0.18	1	-1	1	ecoli400_c44
2393821	2393970	40589	40744	150	156	74.23	0.00	0.35	1	1	1	ecoli400_c25
2393966	2394147	14672	14853	182	182	93.96	0.00	1.23	1	1	1	ecoli400_c97
2393999	2436198	42217	18	42200	42200	99.99	0.90	99.96	1	-1	1	ecoli400_c44
2436268	2471870	3	35605	35603	35603	99.98	0.76	99.99	1	1	1	ecoli400_c16
2471527	2472294	75803	76570	768	768	100.00	0.02	0.40	1	1	1	ecoli400_c3
2471911	2604634	1	132737	132724	132737	99.98	2.83	100.00	1	1	1	ecoli400_c13
2604211	2605415	1	1205	1205	1205	99.83	0.03	50.15	1	1	1	ecoli400_rep_c144
2605037	2607904	1	2868	2868	2868	100.00	0.06	93.00	1	1	1	ecoli400_c90
2607919	2610794	5	2880	2876	2876	100.00	0.06	1.38	1	1	1	ecoli400_c34
2610839	2610917	2805	2883	79	79	100.00	0.00	0.04	1	1	1	ecoli400_c34
2610961	2658010	2805	49852	47050	47048	99.98	1.00	22.64	1	1	1	ecoli400_c34
2657926	2658109	40511	40694	184	184	92.97	0.00	0.38	1	1	1	ecoli400_c50
2658026	2752189	49767	143934	94164	94168	99.98	2.01	45.31	1	1	1	ecoli400_c34
2752187	2752280	143840	143934	94	95	98.95	0.00	0.05	1	1	1	ecoli400_c34
2752278	2816253	143840	207816	63976	63977	99.99	1.37	30.79	1	1	1	ecoli400_c34
2816129	2817645	1517	1	1517	1517	99.74	0.03	100.00	1	-1	1	ecoli400_rep_c140
2817396	2819085	2850	1153	1690	1698	99.06	0.04	59.58	1	-1	1	ecoli400_rep_c137
2818221	2819760	1	1463	1540	1463	92.39	0.03	100.00	1	1	1	ecoli400_rep_c165
2819355	2820231	877	1	877	877	100.00	0.02	30.77	1	-1	1	ecoli400_rep_c137
2819806	2896366	1	76570	76561	76570	99.98	1.63	40.31	1	1	1	ecoli400_c3
2896000	2908507	1	12508	12508	12508	99.97	0.27	99.64	1	1	1	ecoli400_c76
2908486	2908826	12214	12553	341	340	92.69	0.01	2.71	1	1	1	ecoli400_c76
2908762	2908922	12349	12508	161	160	93.83	0.00	1.27	1	1	1	ecoli400_c76
2908942	2968477	59576	41	59536	59536	99.99	1.27	99.93	1	-1	1	ecoli400_c53
2968448	2968597	185	36	150	150	74.03	0.00	0.58	1	-1	1	ecoli400_c45
2968693	2968843	184	36	151	149	75.16	0.00	0.57	1	-1	1	ecoli400_c45
2968817	2968885	69	1	69	69	100.00	0.00	0.12	1	-1	1	ecoli400_c53
2968908	2994822	25919	1	25915	25919	99.98	0.55	100.00	1	-1	1	ecoli400_c45
2994640	2994850	244	34	211	211	72.69	0.00	0.81	1	-1	1	ecoli400_c45
2994857	3004322	9468	1	9466	9468	99.98	0.20	100.00	1	-1	1	ecoli400_c46
3004296	3004667	16890	16519	372	372	100.00	0.01	2.20	1	-1	1	ecoli400_c42
3004512	3005292	55913	55133	781	781	100.00	0.02	1.40	1	-1	1	ecoli400_c2
3004944	3039360	1	34417	34417	34417	99.99	0.73	40.96	1	1	1	ecoli400_c9
3039388	3039468	34335	34415	81	81	100.00	0.00	0.10	1	1	1	ecoli400_c9
3039498	3089183	34335	84033	49686	49699	99.97	1.06	59.14	1	1	1	ecoli400_c9
3088804	3089585	55913	55132	782	782	100.00	0.02	1.40	1	-1	1	ecoli400_c2
3089247	3093630	4384	1	4384	4384	99.91	0.09	100.00	1	-1	1	ecoli400_c78
3093626	3137928	1	44302	44303	44302	99.99	0.95	100.00	1	1	1	ecoli400_c25
3137916	3170951	1	33036	33036	33036	100.00	0.70	100.00	1	1	1	ecoli400_c32
3170799	3171814	1078	63	1016	1016	100.00	0.02	94.25	1	-1	1	ecoli400_rep_c141
3171428	3174512	1	3085	3085	3085	99.90	0.07	100.00	1	1	1	ecoli400_c107
3174063	3200421	1	26360	26359	26360	99.98	0.56	100.00	1	1	1	ecoli400_c69
3200402	3212352	1	11952	11951	11952	99.99	0.26	100.00	1	1	1	ecoli400_c63
3211950	3213261	1	1312	1312	1312	99.47	0.03	95.42	1	1	1	ecoli400_rep_c157
3212488	3226284	13798	1	13797	13798	99.99	0.29	100.00	1	-1	1	ecoli400_c62
3226093	3227112	1078	59	1020	1020	100.00	0.02	94.62	1	-1	1	ecoli400_rep_c141
3226737	3282644	1	55913	55908	55913	99.98	1.19	100.00	1	1	1	ecoli400_c2
3282489	3282860	16519	16890	372	372	100.00	0.01	2.20	1	1	1	ecoli400_c42
3282842	3285170	2329	1	2329	2329	100.00	0.05	100.00	1	-1	1	ecoli400_c92
3284773	3286797	2026	1	2025	2026	99.85	0.04	100.00	1	-1	1	ecoli400_c101
3286510	3327202	1	40694	40693	40694	99.98	0.87	83.37	1	1	1	ecoli400_c50
3327118	3335414	40510	48809	8297	8300	99.78	0.18	17.01	1	1	1	ecoli400_c50
3335418	3365817	1	30403	30400	30403	99.98	0.65	100.00	1	1	1	ecoli400_c36
3365725	3365893	95838	95670	169	169	98.22	0.00	0.15	1	-1	1	ecoli400_c10
3365838	3461675	95838	1	95838	95838	99.99	2.04	83.59	1	-1	1	ecoli400_c10
3461319	3462338	59	1078	1020	1020	100.00	0.02	94.62	1	1	1	ecoli400_rep_c141
3462236	3488014	1	25779	25779	25779	100.00	0.55	100.00	1	1	1	ecoli400_c57
3487929	3488069	31766	31626	141	141	97.87	0.00	0.44	1	-1	1	ecoli400_c51
3488020	3519787	31766	1	31768	31766	99.99	0.68	99.70	1	-1	1	ecoli400_c51
3519425	3521596	2171	1	2172	2171	99.40	0.05	2.39	1	-1	1	ecoli400_c17
3520974	3523815	2850	1	2842	2850	99.47	0.06	100.00	1	-1	1	ecoli400_rep_c137
3523390	3524675	1	1286	1286	1286	99.61	0.03	0.68	1	1	1	ecoli400_c3
3524383	3566388	2	42009	42006	42008	99.99	0.90	100.00	1	1	1	ecoli400_c6
3566082	3679522	113440	1	113441	113440	99.99	2.42	100.00	1	-1	1	ecoli400_c22
3679196	3718648	75803	115255	39453	39453	99.79	0.84	20.77	1	1	1	ecoli400_c3
3718015	3720715	1	2701	2701	2701	100.00	0.06	100.00	1	1	1	ecoli400_c105
3720318	3748170	27857	1	27853	27857	99.97	0.59	100.00	1	-1	1	ecoli400_c70
3747800	3748819	59	1078	1020	1020	100.00	0.02	94.62	1	1	1	ecoli400_rep_c141
3748532	3750800	2271	1	2269	2271	99.91	0.05	100.00	1	-1	1	ecoli400_c96
3750492	3762574	1	12085	12083	12085	99.98	0.26	100.00	1	1	1	ecoli400_c58
3762345	3816615	54272	1	54271	54272	99.99	1.16	100.00	1	-1	1	ecoli400_c14
3816233	3817161	929	1	929	929	100.00	0.02	1.52	1	-1	1	ecoli400_c24
3817137	3861495	1	44357	44359	44357	99.94	0.95	48.20	1	1	1	ecoli400_c43
3857783	3876670	111567	130456	18888	18890	99.53	0.40	9.95	1	1	1	ecoli400_c3
3876729	3993646	15168	132104	116918	116937	99.98	2.49	88.52	1	1	1	ecoli400_c7
3993309	4034974	41664	1	41666	41664	99.97	0.89	100.00	1	-1	1	ecoli400_c23
4034929	4035300	16890	16519	372	372	100.00	0.01	2.20	1	-1	1	ecoli400_c42
4035145	4035925	55913	55133	781	781	100.00	0.02	1.40	1	-1	1	ecoli400_c2
4035602	4039323	3725	2	3722	3724	99.89	0.08	99.97	1	-1	1	ecoli400_c89
4038422	4039890	1468	1	1469	1468	98.71	0.03	0.77	1	-1	1	ecoli400_c3
4039465	4040336	1	872	872	872	99.89	0.02	30.60	1	1	1	ecoli400_rep_c137
4039936	4041398	1463	1	1463	1463	100.00	0.03	100.00	1	-1	1	ecoli400_rep_c165
